#%guid=7982677b-f46e-412b-90bd-e5a0c86fccbf
#%affymetrix-algorithm-param-apt-engine=ProbesetSummarizeEngine
#%affymetrix-algorithm-param-apt-program-name=apt-probeset-summarize
#%affymetrix-algorithm-param-apt-command-line=../apt/bin/apt-probeset-summarize -a gc-bg,quant-norm.sketch=0.bioc=false,pm-only,med-polish -c /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.clf -p /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.pgf -b /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.antigenomic.bgp -m /storage/brno3-cerit/home/gumus/moex/moex2010/lists/mps/core/core00.mps -o /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/GCRMA/M_TES_GCRMA/core00.mps --kill-list /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/random.kill --qc-probesets /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.qcc --temp-dir /scratch/gumus/job_853400.wagap.cerit-sc.cz/data/core00.mps /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1006TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1024TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1026TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1040TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1042TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1132TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1175TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1244TES.CEL
#%affymetrix-algorithm-param-apt-exec-guid=248b5410-231f-4276-176f-bc46859503a5
#%affymetrix-algorithm-param-apt-analysis-guid=0a78e1d0-1342-4c88-8e27-938622b7a202
#%affymetrix-algorithm-param-apt-time-str=Tue Aug 11 13:52:13 2015
#%affymetrix-algorithm-param-apt-version=1.16.0 svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M na
#%affymetrix-algorithm-param-apt-cvs-id=svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M
#%affymetrix-algorithm-param-apt-free-mem=507569063116
#%affymetrix-algorithm-param-apt-opt-do-ps-names=false
#%affymetrix-algorithm-param-apt-opt-chip-type=MoEx-1_0-st-v1
#%affymetrix-algorithm-param-apt-opt-probe-count=6553600
#%affymetrix-algorithm-param-apt-opt-force=false
#%affymetrix-algorithm-param-apt-opt-precision=5
#%affymetrix-algorithm-param-apt-opt-out-dir=/storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/GCRMA/M_TES_GCRMA/core00.mps
#%affymetrix-algorithm-param-apt-opt-cc-expr-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cc-md-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-xda-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cdf-file=
#%affymetrix-algorithm-param-apt-opt-spf-file=
#%affymetrix-algorithm-param-apt-opt-pgf-file=MoEx-1_0-st-v1.r2.pgf
#%affymetrix-algorithm-param-apt-opt-clf-file=MoEx-1_0-st-v1.r2.clf
#%affymetrix-algorithm-param-apt-opt-bgp-file=MoEx-1_0-st-v1.r2.antigenomic.bgp
#%affymetrix-algorithm-param-apt-opt-ps-list-file=
#%affymetrix-algorithm-param-apt-opt-meta-ps-file=core00.mps
#%affymetrix-algorithm-param-apt-opt-qc-groups-file=MoEx-1_0-st-v1.r2.qcc
#%affymetrix-algorithm-param-apt-opt-kill-list=random.kill
#%affymetrix-algorithm-param-apt-opt-temp-dir=/scratch/gumus/job_853400.wagap.cerit-sc.cz/data/core00.mps
#%affymetrix-algorithm-param-apt-opt-use-disk=true
#%affymetrix-algorithm-param-apt-opt-diskCache=50
#%affymetrix-algorithm-param-apt-opt-cel-count=8
#%affymetrix-algorithm-param-apt-opt-cel-1=M1006TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-2=M1024TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-3=M1026TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-4=M1040TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-5=M1042TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-6=M1132TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-7=M1175TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-8=M1244TES.CEL
#%affymetrix-algorithm-param-apt-opt-analysis-name=gc-bg.quant-norm.pm-only.med-polish
#%affymetrix-algorithm-param-apt-opt-set-analysis-name=
#%affymetrix-algorithm-param-apt-opt-analysis-spec=gc-bg.attenuate=true.l=0.005.h=-1.subsetmd5=53769c813c2388062aa51d8b8452a850,quant-norm.sketch=0.bioc=false.lowprecision=false.usepm=false.target=0.doavg=false.subsetmd5=d41d8cd98f00b204e9800998ecf8427e,pm-only,med-polish.FixFeatureEffect=false.UseInputModel=false.FitFeatureResponse=true.expon=false.attenuate=true.l=0.005.h=-1,expr.genotype=false.strand=false.allele-a=false
#%affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%affymetrix-algorithm-param-apt-opt-do-residuals=false
#%affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%affymetrix-algorithm-param-apt-opt-write-sketch=false
#%affymetrix-algorithm-param-apt-opt-reference-profile-file=
#%affymetrix-algorithm-param-apt-opt-write-profile=false
#%affymetrix-algorithm-param-quantification-name=med-polish
#%affymetrix-algorithm-param-quantification-version=1.0
#%affymetrix-algorithm-param-quantification-scale=log2
#%affymetrix-algorithm-param-quantification-type=signal
#%affymetrix-algorithm-param-apt-engine=ProbesetSummarizeEngine
#%affymetrix-algorithm-param-apt-program-name=apt-probeset-summarize
#%affymetrix-algorithm-param-apt-command-line=../apt/bin/apt-probeset-summarize -a gc-bg,quant-norm.sketch=0.bioc=false,pm-only,med-polish -c /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.clf -p /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.pgf -b /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.antigenomic.bgp -m /storage/brno3-cerit/home/gumus/moex/moex2010/lists/mps/core/core00.mps -o /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/GCRMA/M_TES_GCRMA/core00.mps --kill-list /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/random.kill --qc-probesets /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.qcc --temp-dir /scratch/gumus/job_853400.wagap.cerit-sc.cz/data/core00.mps /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1006TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1024TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1026TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1040TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1042TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1132TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1175TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/M1244TES.CEL
#%affymetrix-algorithm-param-apt-exec-guid=248b5410-231f-4276-176f-bc46859503a5
#%affymetrix-algorithm-param-apt-analysis-guid=0a78e1d0-1342-4c88-8e27-938622b7a202
#%affymetrix-algorithm-param-apt-time-str=Tue Aug 11 13:52:13 2015
#%affymetrix-algorithm-param-apt-version=1.16.0 svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M na
#%affymetrix-algorithm-param-apt-cvs-id=svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M
#%affymetrix-algorithm-param-apt-free-mem=507569063116
#%affymetrix-algorithm-param-apt-opt-do-ps-names=false
#%affymetrix-algorithm-param-apt-opt-chip-type=MoEx-1_0-st-v1
#%affymetrix-algorithm-param-apt-opt-probe-count=6553600
#%affymetrix-algorithm-param-apt-opt-force=false
#%affymetrix-algorithm-param-apt-opt-precision=5
#%affymetrix-algorithm-param-apt-opt-out-dir=/storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/GCRMA/M_TES_GCRMA/core00.mps
#%affymetrix-algorithm-param-apt-opt-cc-expr-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cc-md-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-xda-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cdf-file=
#%affymetrix-algorithm-param-apt-opt-spf-file=
#%affymetrix-algorithm-param-apt-opt-pgf-file=MoEx-1_0-st-v1.r2.pgf
#%affymetrix-algorithm-param-apt-opt-clf-file=MoEx-1_0-st-v1.r2.clf
#%affymetrix-algorithm-param-apt-opt-bgp-file=MoEx-1_0-st-v1.r2.antigenomic.bgp
#%affymetrix-algorithm-param-apt-opt-ps-list-file=
#%affymetrix-algorithm-param-apt-opt-meta-ps-file=core00.mps
#%affymetrix-algorithm-param-apt-opt-qc-groups-file=MoEx-1_0-st-v1.r2.qcc
#%affymetrix-algorithm-param-apt-opt-kill-list=random.kill
#%affymetrix-algorithm-param-apt-opt-temp-dir=/scratch/gumus/job_853400.wagap.cerit-sc.cz/data/core00.mps
#%affymetrix-algorithm-param-apt-opt-use-disk=true
#%affymetrix-algorithm-param-apt-opt-diskCache=50
#%affymetrix-algorithm-param-apt-opt-cel-count=8
#%affymetrix-algorithm-param-apt-opt-cel-1=M1006TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-2=M1024TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-3=M1026TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-4=M1040TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-5=M1042TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-6=M1132TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-7=M1175TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-8=M1244TES.CEL
#%affymetrix-algorithm-param-apt-opt-analysis-name=gc-bg.quant-norm.pm-only.med-polish
#%affymetrix-algorithm-param-apt-opt-set-analysis-name=
#%affymetrix-algorithm-param-apt-opt-analysis-spec=gc-bg.attenuate=true.l=0.005.h=-1.subsetmd5=53769c813c2388062aa51d8b8452a850,quant-norm.sketch=0.bioc=false.lowprecision=false.usepm=false.target=0.doavg=false.subsetmd5=d41d8cd98f00b204e9800998ecf8427e,pm-only,med-polish.FixFeatureEffect=false.UseInputModel=false.FitFeatureResponse=true.expon=false.attenuate=true.l=0.005.h=-1,expr.genotype=false.strand=false.allele-a=false
#%affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%affymetrix-algorithm-param-apt-opt-do-residuals=false
#%affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%affymetrix-algorithm-param-apt-opt-write-sketch=false
#%affymetrix-algorithm-param-apt-opt-reference-profile-file=
#%affymetrix-algorithm-param-apt-opt-write-profile=false
#%affymetrix-algorithm-param-quantification-name=med-polish
#%affymetrix-algorithm-param-quantification-version=1.0
#%affymetrix-algorithm-param-quantification-scale=log2
#%affymetrix-algorithm-param-quantification-type=signal
probeset_id	M1006TES.CEL	M1024TES.CEL	M1026TES.CEL	M1040TES.CEL	M1042TES.CEL	M1132TES.CEL	M1175TES.CEL	M1244TES.CEL
6848511	8.87362	9.01603	8.79904	8.91001	9.10853	8.76083	8.99737	8.51900
6864895	8.37173	8.28870	8.40925	8.27424	8.38958	8.17179	8.50491	8.10186
6766590	3.34180	2.97181	3.23062	4.32640	2.56569	2.83130	3.55418	2.33937
6914045	3.31744	4.03004	3.51701	3.68825	3.64140	3.66003	3.63032	3.22165
6963197	4.41414	4.33288	4.35116	4.45196	4.31356	4.66454	3.95816	3.97431
6766588	2.75020	2.82611	3.46776	3.33393	2.52225	2.51566	3.14185	2.82991
6995964	6.64704	6.26889	7.06357	6.64118	6.53494	6.46012	6.78914	6.39969
6766587	2.98478	2.17184	1.72875	2.60399	1.27166	2.54421	2.42095	3.31798
6815739	4.63331	4.53023	5.22198	5.53476	4.43651	5.02395	4.87020	5.33134
6766586	5.98550	6.65836	7.09444	6.26091	6.92089	7.01021	4.91415	6.78221
7012346	10.74498	10.75710	10.87241	10.62760	10.63476	10.57314	10.58249	10.25371
6766585	7.39759	7.24345	6.94780	7.29733	7.03910	7.31863	7.08867	7.14428
6848505	9.13458	9.31687	9.04159	9.33585	9.23808	9.19507	9.20699	9.12489
6766584	2.36352	3.33839	2.42025	2.59046	2.33762	3.01495	2.48294	2.78863
6848504	7.65080	7.74916	7.84639	7.61345	7.85355	7.71089	7.90196	7.31815
6979576	4.79757	5.15851	5.17634	5.58922	5.46753	5.44800	5.22776	5.29158
6995960	6.99629	7.10874	7.27353	7.24093	6.57671	6.38785	6.05418	6.46389
6766583	3.46741	4.15557	3.93203	4.39689	4.16763	2.91425	2.84806	4.04237
6963191	5.16378	5.63014	4.95930	5.92718	5.27930	5.28016	4.96235	5.29167
6979575	4.22216	5.10604	4.94089	5.12704	4.85046	5.02858	5.48818	5.14308
6766581	1.83918	1.82817	1.91945	2.06767	1.53261	1.38001	2.06262	1.89106
6815733	4.53009	4.29764	4.38457	4.62017	4.67462	4.41337	4.31133	4.38032
6832117	9.66664	9.74105	9.47310	9.78302	9.67908	9.82767	9.88284	9.63627
7012341	6.63677	7.32369	6.74313	6.29863	6.98825	7.02209	6.31033	6.18490
6766580	3.66813	3.62673	3.66721	3.82935	3.95399	3.12770	3.97237	3.71846
6963188	4.63911	4.64937	4.44893	4.06206	5.21199	5.18321	4.48891	4.94862
6995956	8.65965	8.48818	8.39064	8.23170	8.23174	8.02941	8.35692	7.77277
6766579	8.56318	8.46192	9.71103	8.31401	8.97418	8.21743	9.29519	8.78893
6832115	9.04122	9.30806	9.04791	9.19297	9.39023	9.25438	9.24595	8.82092
6881267	8.52354	8.40971	8.68961	8.83239	8.59526	8.59599	8.88582	8.30287
6946802	12.16957	12.30218	12.01016	12.21390	12.28369	12.18648	12.11263	12.19106
6979570	5.72222	6.46612	6.03244	6.44192	6.58682	6.03317	6.57304	6.15452
6766577	4.57158	4.69037	4.27647	4.17608	4.52917	4.51574	4.22962	4.51770
6782959	11.77532	11.95104	11.60377	11.91515	11.88913	11.99982	11.95896	11.84910
6782958	9.40055	9.56279	9.07765	9.38533	9.55931	9.30246	9.29183	9.35096
6815726	6.45433	6.60302	6.50267	6.60258	6.85063	6.68032	6.84213	6.25843
6995950	11.10700	11.18488	10.81079	11.35033	11.29110	11.24743	11.27498	10.84422
6914029	6.96962	7.04973	6.68619	7.03161	6.92435	7.00113	7.00984	6.92192
6832107	6.71438	7.32815	6.23485	6.68196	7.07719	6.71078	6.80908	6.82045
6881259	11.33752	11.26671	11.22456	11.46867	11.38339	11.30608	11.52111	11.33604
6946795	4.38265	4.64410	4.48928	4.55376	4.58301	4.76713	4.36853	4.45579
6963178	5.34383	5.18244	5.54908	5.33432	5.32658	5.34699	5.16375	5.41891
6832105	8.47339	8.57352	8.11922	8.50498	8.84079	8.63702	8.63538	8.76392
6979559	7.34284	7.14356	7.61249	6.78290	7.04451	6.38360	7.07429	7.23192
6963173	1.35085	3.31657	2.82996	3.06210	2.29960	3.25224	3.62272	2.72347
6881252	8.32350	8.46026	8.50755	8.53007	8.71804	8.14765	8.75429	8.43934
6979556	11.25606	11.12394	11.19130	11.14872	11.14294	11.26286	11.19232	10.80691
6963171	5.33819	5.12761	5.13033	4.70993	4.62339	4.85501	5.29304	3.67338
6995938	8.91340	9.17096	8.54947	9.17752	9.31618	9.24834	9.18787	8.92996
6881249	4.38932	4.30462	3.74311	4.79816	3.88322	4.50694	4.68954	3.66856
6946785	9.79163	9.75727	9.90794	9.88815	9.88301	9.47988	9.89462	9.85855
6963168	5.12899	4.79842	5.27321	4.19195	5.12884	4.86270	3.80140	4.19033
6848479	7.38181	7.73467	7.66298	7.48515	7.57720	7.44883	7.64179	7.22493
6832094	8.48909	8.77007	8.37069	8.52915	8.61591	8.63380	8.95990	8.48804
6963165	6.03802	5.38308	5.27054	5.18042	5.00809	6.24794	5.53674	6.33535
6815708	8.72326	8.88699	8.89456	8.88539	8.81135	8.88123	8.84436	9.07148
6832092	5.49674	5.40000	4.94014	5.72724	4.43347	5.72435	4.32643	4.70288
6897627	4.89301	4.78254	4.96941	4.59413	4.30924	5.21675	4.57653	4.47726
6963163	3.16956	2.81600	3.34608	3.82699	3.40378	3.19215	2.70213	2.58813
6914010	6.98992	7.01125	6.62942	7.15925	7.60732	7.07604	7.74708	7.51663
6946778	9.54019	9.86783	9.51417	9.62281	9.83104	9.50206	9.63766	9.60361
6914009	6.89233	7.02511	7.35864	7.29851	6.82104	7.02877	7.17973	7.64937
6914007	5.54825	5.94492	5.66049	4.90575	5.30389	5.28103	6.63436	7.12976
6979543	7.20710	7.24377	7.07757	7.28890	7.16503	7.22946	7.21640	7.07842
6995927	10.61445	10.71013	10.36205	10.74079	10.89912	10.48318	10.63371	10.68668
6815702	9.01487	9.22705	9.04505	8.75528	9.02124	8.72932	9.07227	9.20979
6832086	10.78743	10.65455	10.53731	10.88681	10.95474	10.99614	11.08890	10.33529
6914006	7.20836	7.22517	7.30535	7.34439	7.21758	7.42139	7.05121	7.49865
6881237	7.01341	7.05849	7.12402	7.22452	7.63897	7.12178	7.76318	6.84928
6963156	3.15730	4.40861	2.95827	4.33145	4.66159	5.15199	4.22992	5.42401
6995924	5.28156	4.99874	4.26536	4.66330	6.23317	4.56245	3.94042	4.81391
6815698	8.15610	8.31610	8.04578	8.37012	8.20295	8.27949	8.47676	8.33134
6995922	8.14462	7.86248	8.40501	8.07881	8.12096	7.83018	8.45604	7.72084
6963153	2.61341	2.99082	2.89343	2.99679	3.40575	2.91328	2.89703	2.42866
7012305	5.06645	5.35530	5.32464	5.00153	5.06051	5.12463	5.39070	5.15247
6832079	9.04895	9.00245	8.88814	9.23717	9.00867	8.99987	8.92657	8.62039
6881231	8.32076	8.47120	8.41381	8.57711	8.60884	8.56251	8.65505	8.42638
6930383	6.87608	5.78262	6.83011	6.08992	6.03592	5.66879	6.72777	6.40791
6832078	9.46935	9.37073	8.62881	9.52145	9.43737	9.41516	9.34537	8.59186
6963150	2.68619	3.18787	3.41917	3.21859	3.34461	3.27181	3.21282	2.61942
6995918	5.13584	4.99821	4.94756	4.78101	4.80332	5.10392	4.89804	4.95023
6963149	3.86838	3.05045	3.78209	2.60492	4.08613	4.09388	3.11349	2.82067
6963148	5.44987	5.10699	6.16229	6.16802	5.45880	3.01330	5.92280	4.75048
6782921	5.55160	5.53422	5.50120	5.51172	5.48592	5.62501	5.60471	5.51318
6963145	4.79625	4.42381	4.73865	5.57693	4.00438	5.06378	5.47183	5.09196
6946760	12.29086	12.47498	12.18839	12.31133	12.36375	12.31029	12.21144	12.23698
6963144	7.23457	6.62412	7.88165	6.35064	6.66002	7.09782	6.72096	6.73125
6995912	12.72880	12.81605	12.68990	12.85623	12.81942	12.90339	12.89510	12.60543
6782919	7.67540	7.28464	8.86558	7.14119	7.69182	5.50966	7.43460	6.50431
6815687	9.17475	9.38756	9.19073	9.06849	9.32833	9.12510	9.11156	9.10770
6946759	7.02576	7.33129	7.18126	7.14264	6.99105	6.97099	7.26944	6.44759
6963143	5.31149	4.33946	4.38004	3.20516	4.42350	5.03588	4.68107	3.88626
6979527	7.14761	7.39498	7.35649	7.48337	7.31110	6.93643	7.52392	7.38456
6782918	5.03900	4.78193	5.17746	4.91387	5.30000	4.64165	4.81983	4.97074
6750149	8.53344	8.64474	8.47857	8.34512	8.61185	8.34638	8.49953	8.34332
6782917	6.02020	6.06690	5.45282	5.90421	5.90354	5.99551	5.62773	5.71967
6864837	5.44728	5.35343	5.17957	5.18542	5.62646	5.18953	5.25773	5.15819
6782916	5.23316	4.88684	4.84043	4.71073	4.81063	4.47145	4.89782	4.81040
6782915	4.89978	4.32660	4.46798	4.44804	4.41637	4.59179	4.35818	4.30943
6930371	6.50007	6.41004	6.50998	6.38085	6.20622	6.06874	6.08540	6.53275
6815682	7.69860	7.67129	7.05216	7.59277	7.92917	8.03257	7.61916	7.88945
6913985	8.03106	8.29206	7.82751	8.34108	8.54971	8.53859	8.41218	8.43599
6963137	5.03476	4.91318	5.62972	4.60533	4.88316	5.21159	5.08469	4.69169
6979520	7.70839	7.38416	7.48405	7.51769	7.57918	7.59331	7.83263	7.67618
6750143	4.71137	5.16028	4.69911	4.82770	5.03807	4.58276	4.71026	4.76961
6897599	6.18751	6.32394	6.05576	6.51098	6.34076	6.35989	6.35699	6.15003
6979519	8.15279	8.35724	8.01401	8.18608	8.23738	7.94330	8.30383	7.83195
6897598	8.71743	8.91755	8.37358	9.31353	9.06216	8.79981	9.25561	8.63658
6913982	9.74027	9.68411	9.15125	9.77086	9.69429	9.68750	9.66825	9.34449
6946750	4.19493	4.22759	4.17783	4.20526	4.24919	3.83192	3.90126	3.59060
6946749	6.49332	5.91281	5.82471	5.54606	6.22485	6.07253	6.66175	5.87139
6963131	6.22847	6.22042	6.40754	6.20063	6.03343	6.17324	5.83537	5.81757
6979515	7.94766	8.09518	7.74407	8.13233	8.17183	7.86188	8.08565	7.72041
6995899	7.43362	7.47452	7.39366	7.60984	7.43467	7.41825	7.62632	7.41795
6963130	3.49738	3.33441	2.38898	1.94189	3.31453	2.73499	4.62277	3.64495
6995898	7.31922	7.48378	7.12512	7.37616	7.43809	7.41967	7.30143	7.27361
6897593	10.51420	11.28499	11.03043	10.34752	10.69636	11.23140	10.99711	10.22125
6930361	5.30101	5.59224	5.54194	5.29315	5.31996	5.34394	5.39573	5.09024
6963129	5.59700	5.43303	3.35420	5.75393	3.16032	4.56695	2.81262	4.11310
6897592	9.21745	9.51267	9.25557	9.15666	9.43533	9.27654	9.43310	9.20461
6946744	5.57700	5.37391	5.43374	5.48968	5.31555	5.67184	5.55646	5.83163
6963128	7.32954	7.12163	6.63956	7.31152	6.54007	6.72743	6.78881	6.04281
6913975	11.52168	11.69056	11.33930	11.75110	11.61512	11.64382	11.66975	11.61425
6963126	6.13687	6.09463	5.92253	5.29629	5.06322	5.37903	3.83130	4.62916
6881205	7.32029	7.10057	7.01991	7.15513	6.85493	7.05850	6.89853	6.72101
6963125	5.48633	5.75428	5.90436	5.42780	4.28389	5.62455	5.56640	4.99115
6881204	9.43665	9.10437	8.92334	9.56542	9.24125	9.46377	9.33980	9.06130
6963124	3.70617	3.79262	4.32441	3.21104	3.72331	3.41329	4.14020	3.19410
6979508	9.53646	9.34400	9.09871	9.14424	8.74570	9.27249	9.11565	9.06331
6963123	2.64668	2.14958	2.82698	2.79545	2.57848	2.70991	2.88083	2.45999
6963120	2.53335	2.82625	2.65481	3.14335	2.92133	2.30427	3.03182	2.62570
6979504	12.29664	12.34478	12.12678	12.54824	12.36707	12.48193	12.41808	12.28927
6864813	6.44124	6.76640	6.04242	6.25671	6.51743	5.90601	6.41916	6.62909
6881197	8.96275	9.11144	9.09386	9.08242	9.19691	9.22253	9.27317	8.84444
6897579	6.33894	6.37561	6.20056	6.56038	6.12019	6.31702	6.42912	6.36620
