#%guid=28fcba62-d673-4e99-8864-d174c8e60efa
#%affymetrix-algorithm-param-apt-engine=ProbesetSummarizeEngine
#%affymetrix-algorithm-param-apt-program-name=apt-probeset-summarize
#%affymetrix-algorithm-param-apt-command-line=../apt/bin/apt-probeset-summarize -a quant-norm.sketch=0.bioc=false,pm-gcbg,plier -c /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.clf -p /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.pgf -b /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.antigenomic.bgp -m /storage/brno3-cerit/home/gumus/moex/moex2010/lists/mps/core/core00.mps -o /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/PLIER/D_TES_PLIER/core00.mps --kill-list /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/random.kill --qc-probesets /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.qcc --temp-dir /scratch/gumus/job_853316.wagap.cerit-sc.cz/data/core00.mps /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1062TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1100TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1102TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1120TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1122TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1155TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1302TES.CEL
#%affymetrix-algorithm-param-apt-exec-guid=59f935af-4250-4c14-b6aa-da803437f453
#%affymetrix-algorithm-param-apt-analysis-guid=0d298b14-7706-4ae4-a924-b533e9e36252
#%affymetrix-algorithm-param-apt-time-str=Tue Aug 11 13:28:16 2015
#%affymetrix-algorithm-param-apt-version=1.16.0 svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M na
#%affymetrix-algorithm-param-apt-cvs-id=svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M
#%affymetrix-algorithm-param-apt-free-mem=375818131456
#%affymetrix-algorithm-param-apt-opt-do-ps-names=false
#%affymetrix-algorithm-param-apt-opt-chip-type=MoEx-1_0-st-v1
#%affymetrix-algorithm-param-apt-opt-probe-count=6553600
#%affymetrix-algorithm-param-apt-opt-force=false
#%affymetrix-algorithm-param-apt-opt-precision=5
#%affymetrix-algorithm-param-apt-opt-out-dir=/storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/PLIER/D_TES_PLIER/core00.mps
#%affymetrix-algorithm-param-apt-opt-cc-expr-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cc-md-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-xda-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cdf-file=
#%affymetrix-algorithm-param-apt-opt-spf-file=
#%affymetrix-algorithm-param-apt-opt-pgf-file=MoEx-1_0-st-v1.r2.pgf
#%affymetrix-algorithm-param-apt-opt-clf-file=MoEx-1_0-st-v1.r2.clf
#%affymetrix-algorithm-param-apt-opt-bgp-file=MoEx-1_0-st-v1.r2.antigenomic.bgp
#%affymetrix-algorithm-param-apt-opt-ps-list-file=
#%affymetrix-algorithm-param-apt-opt-meta-ps-file=core00.mps
#%affymetrix-algorithm-param-apt-opt-qc-groups-file=MoEx-1_0-st-v1.r2.qcc
#%affymetrix-algorithm-param-apt-opt-kill-list=random.kill
#%affymetrix-algorithm-param-apt-opt-temp-dir=/scratch/gumus/job_853316.wagap.cerit-sc.cz/data/core00.mps
#%affymetrix-algorithm-param-apt-opt-use-disk=true
#%affymetrix-algorithm-param-apt-opt-diskCache=50
#%affymetrix-algorithm-param-apt-opt-cel-count=7
#%affymetrix-algorithm-param-apt-opt-cel-1=D1062TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-2=D1100TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-3=D1102TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-4=D1120TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-5=D1122TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-6=D1155TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-7=D1302TES.CEL
#%affymetrix-algorithm-param-apt-opt-analysis-name=quant-norm.pm-gcbg.plier
#%affymetrix-algorithm-param-apt-opt-set-analysis-name=
#%affymetrix-algorithm-param-apt-opt-analysis-spec=quant-norm.sketch=0.bioc=false.lowprecision=false.usepm=false.target=0.doavg=false.subsetmd5=d41d8cd98f00b204e9800998ecf8427e,pm-gcbg.subsetmd5=53769c813c2388062aa51d8b8452a850,plier.optmethod=0.atten=0.005.InitAugmentation=0.1.InitDefaultFeatureResponse=1.0.InitDefaultTargetResponse=1.0.SeaOptConvergence=0.000001.SeaOptIteration=2000.PlierGmCutoff=0.15.PlierDifferentialFeaturePenalty=0.001.PlierDifferentialTargetPenalty=0.000001.PlierUseMMLikelihood=true.PlierUseInputModel=false.PlierFitFeatureResponse=true.PlierOptConvergence=0.000001.PlierOptIteration=3000.PlierOptDropMax=3.0.PlierOptLambdaLimit=0.01.PlierOptOptimizationMethod=0.PlierOptBalanceMethod=0.FixPrecomputed=true.NumericalTolerance=0.1.SafetyZero=0.000001.FixFeatureEffect=false,expr.genotype=false.strand=false.allele-a=false
#%affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%affymetrix-algorithm-param-apt-opt-do-residuals=false
#%affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%affymetrix-algorithm-param-apt-opt-write-sketch=false
#%affymetrix-algorithm-param-apt-opt-reference-profile-file=
#%affymetrix-algorithm-param-apt-opt-write-profile=false
#%affymetrix-algorithm-param-quantification-name=plier
#%affymetrix-algorithm-param-quantification-version=2.0
#%affymetrix-algorithm-param-quantification-scale=linear
#%affymetrix-algorithm-param-quantification-type=signal
#%affymetrix-algorithm-param-apt-engine=ProbesetSummarizeEngine
#%affymetrix-algorithm-param-apt-program-name=apt-probeset-summarize
#%affymetrix-algorithm-param-apt-command-line=../apt/bin/apt-probeset-summarize -a quant-norm.sketch=0.bioc=false,pm-gcbg,plier -c /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.clf -p /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.pgf -b /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.antigenomic.bgp -m /storage/brno3-cerit/home/gumus/moex/moex2010/lists/mps/core/core00.mps -o /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/PLIER/D_TES_PLIER/core00.mps --kill-list /storage/brno3-cerit/home/gumus/moex/moex2010/release/out/random.kill --qc-probesets /storage/brno3-cerit/home/gumus/moex/affy/annot/lib/MoEx-1_0-st-v1.r2.qcc --temp-dir /scratch/gumus/job_853316.wagap.cerit-sc.cz/data/core00.mps /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1062TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1100TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1102TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1120TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1122TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1155TES.CEL /storage/brno3-cerit/home/gumus/moex/moex2010/cel_genotype/D1302TES.CEL
#%affymetrix-algorithm-param-apt-exec-guid=59f935af-4250-4c14-b6aa-da803437f453
#%affymetrix-algorithm-param-apt-analysis-guid=0d298b14-7706-4ae4-a924-b533e9e36252
#%affymetrix-algorithm-param-apt-time-str=Tue Aug 11 13:28:16 2015
#%affymetrix-algorithm-param-apt-version=1.16.0 svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M na
#%affymetrix-algorithm-param-apt-cvs-id=svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_16_0_BRANCH 57251M
#%affymetrix-algorithm-param-apt-free-mem=375818131456
#%affymetrix-algorithm-param-apt-opt-do-ps-names=false
#%affymetrix-algorithm-param-apt-opt-chip-type=MoEx-1_0-st-v1
#%affymetrix-algorithm-param-apt-opt-probe-count=6553600
#%affymetrix-algorithm-param-apt-opt-force=false
#%affymetrix-algorithm-param-apt-opt-precision=5
#%affymetrix-algorithm-param-apt-opt-out-dir=/storage/brno3-cerit/home/gumus/moex/moex2010/release/out/core_mps_random/PLIER/D_TES_PLIER/core00.mps
#%affymetrix-algorithm-param-apt-opt-cc-expr-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cc-md-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-xda-chp-out-dir=
#%affymetrix-algorithm-param-apt-opt-cdf-file=
#%affymetrix-algorithm-param-apt-opt-spf-file=
#%affymetrix-algorithm-param-apt-opt-pgf-file=MoEx-1_0-st-v1.r2.pgf
#%affymetrix-algorithm-param-apt-opt-clf-file=MoEx-1_0-st-v1.r2.clf
#%affymetrix-algorithm-param-apt-opt-bgp-file=MoEx-1_0-st-v1.r2.antigenomic.bgp
#%affymetrix-algorithm-param-apt-opt-ps-list-file=
#%affymetrix-algorithm-param-apt-opt-meta-ps-file=core00.mps
#%affymetrix-algorithm-param-apt-opt-qc-groups-file=MoEx-1_0-st-v1.r2.qcc
#%affymetrix-algorithm-param-apt-opt-kill-list=random.kill
#%affymetrix-algorithm-param-apt-opt-temp-dir=/scratch/gumus/job_853316.wagap.cerit-sc.cz/data/core00.mps
#%affymetrix-algorithm-param-apt-opt-use-disk=true
#%affymetrix-algorithm-param-apt-opt-diskCache=50
#%affymetrix-algorithm-param-apt-opt-cel-count=7
#%affymetrix-algorithm-param-apt-opt-cel-1=D1062TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-2=D1100TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-3=D1102TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-4=D1120TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-5=D1122TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-6=D1155TES.CEL
#%affymetrix-algorithm-param-apt-opt-cel-7=D1302TES.CEL
#%affymetrix-algorithm-param-apt-opt-analysis-name=quant-norm.pm-gcbg.plier
#%affymetrix-algorithm-param-apt-opt-set-analysis-name=
#%affymetrix-algorithm-param-apt-opt-analysis-spec=quant-norm.sketch=0.bioc=false.lowprecision=false.usepm=false.target=0.doavg=false.subsetmd5=d41d8cd98f00b204e9800998ecf8427e,pm-gcbg.subsetmd5=53769c813c2388062aa51d8b8452a850,plier.optmethod=0.atten=0.005.InitAugmentation=0.1.InitDefaultFeatureResponse=1.0.InitDefaultTargetResponse=1.0.SeaOptConvergence=0.000001.SeaOptIteration=2000.PlierGmCutoff=0.15.PlierDifferentialFeaturePenalty=0.001.PlierDifferentialTargetPenalty=0.000001.PlierUseMMLikelihood=true.PlierUseInputModel=false.PlierFitFeatureResponse=true.PlierOptConvergence=0.000001.PlierOptIteration=3000.PlierOptDropMax=3.0.PlierOptLambdaLimit=0.01.PlierOptOptimizationMethod=0.PlierOptBalanceMethod=0.FixPrecomputed=true.NumericalTolerance=0.1.SafetyZero=0.000001.FixFeatureEffect=false,expr.genotype=false.strand=false.allele-a=false
#%affymetrix-algorithm-param-apt-opt-feat-effect-file=
#%affymetrix-algorithm-param-apt-opt-target-sketch-file=
#%affymetrix-algorithm-param-apt-opt-do-residuals=false
#%affymetrix-algorithm-param-apt-opt-do-feature-effects=false
#%affymetrix-algorithm-param-apt-opt-write-sketch=false
#%affymetrix-algorithm-param-apt-opt-reference-profile-file=
#%affymetrix-algorithm-param-apt-opt-write-profile=false
#%affymetrix-algorithm-param-quantification-name=plier
#%affymetrix-algorithm-param-quantification-version=2.0
#%affymetrix-algorithm-param-quantification-scale=linear
#%affymetrix-algorithm-param-quantification-type=signal
probeset_id	D1062TES.CEL	D1100TES.CEL	D1102TES.CEL	D1120TES.CEL	D1122TES.CEL	D1155TES.CEL	D1302TES.CEL
6848511	485.70004	587.17152	444.11523	541.63710	687.22807	527.33920	447.96075
6864895	489.05319	458.82911	519.60484	519.83606	697.09617	388.79161	425.22739
6766590	9.73612	5.57542	16.24272	0.00372	2.61055	11.26890	33.92075
6914045	40.53362	62.06749	45.97693	12.74965	44.08337	61.34631	36.53202
6963197	70.05908	56.82308	74.36298	61.76568	56.19288	90.76748	77.76532
6766588	19.71684	26.33847	22.05595	38.18123	9.24777	13.64142	31.12623
6995964	200.16968	179.61981	186.28394	188.23052	298.63205	162.71510	168.57719
6766587	21.74839	24.88759	27.02252	9.77396	15.95285	11.91367	20.73626
6815739	261.42472	215.37996	221.19635	228.92088	212.78156	191.99863	244.54167
6766586	163.23625	109.36724	173.89772	193.36788	49.61518	343.85965	69.77281
7012346	2147.33484	2306.05522	1860.25748	2143.99107	2645.93110	1848.80750	1759.42937
6766585	139.86906	133.23545	131.99626	128.33601	101.07796	174.59457	100.02703
6848505	1193.99336	1255.55502	1221.30687	1153.72603	1047.40230	1016.73787	1200.79081
6766584	43.70681	39.63045	35.00141	25.70316	41.53067	32.04784	39.97090
6848504	307.94407	363.77573	245.88641	300.76721	315.08167	244.62679	263.38799
6979576	40.34709	36.01183	44.60184	40.96898	31.58144	35.16210	24.72970
6995960	926.81077	571.50582	746.28999	764.31622	843.84601	767.44867	605.00829
6766583	46.19151	43.41771	37.09682	39.98411	46.63955	24.81105	31.81690
6963191	85.34861	79.60924	85.21622	96.33167	65.72022	42.77726	75.63561
6979575	37.99231	52.06635	41.56493	67.70736	56.58647	40.00763	38.88965
6766581	11.78368	11.56899	4.80768	8.50134	12.94067	10.59184	6.87711
6815733	30.25577	36.87949	33.13328	36.72267	22.65287	64.78154	27.12025
6832117	1232.67543	1293.31381	1207.96286	1310.02118	1127.03288	945.74711	1242.45096
7012341	273.33061	341.74209	298.88059	343.99931	208.35509	230.48152	219.79094
6766580	86.80488	88.28151	98.16455	81.43688	88.56657	101.36007	80.08476
6963188	66.40311	69.73810	77.59976	63.04169	63.12206	85.64881	99.51708
6995956	409.85218	342.98220	281.78515	269.02521	403.78664	350.07786	218.53003
6766579	69.58375	181.23485	229.06432	291.23695	560.49355	238.04072	75.06523
6832115	834.71771	780.85372	904.07821	945.03626	1016.65273	664.06139	705.30734
6881267	569.79478	575.41624	542.43347	567.33486	992.12800	492.89795	481.09100
6946802	5420.70735	5728.08862	5135.27522	5782.12510	5697.99010	5738.78312	5233.55501
6979570	131.12748	115.95175	139.93979	153.45629	341.65075	105.14024	104.93411
6766577	46.92595	62.81761	42.62175	61.04139	69.40255	57.17411	39.31799
6782959	4561.93437	3799.32208	4559.48218	4512.80968	4107.18553	4308.85580	4000.56424
6782958	849.64732	1037.32393	914.60340	963.10906	874.98662	998.34020	731.77009
6815726	145.93457	196.67210	144.33426	163.32524	215.76669	129.23332	202.86036
6995950	2626.09986	2684.80191	2892.94345	2840.10981	1908.06610	2599.80427	2366.05487
6914029	204.92494	218.49035	211.74333	208.43604	192.43495	179.95519	171.98311
6832107	242.30721	221.80530	261.83103	355.42544	364.08650	280.32031	359.44833
6881259	2901.41085	3285.49837	3076.16801	2771.50919	3022.77538	2833.46270	3196.30669
6946795	64.43206	40.72310	59.07982	52.49981	35.53149	47.90301	50.93941
6963178	209.84778	208.48844	239.71320	213.96017	186.84793	246.76130	249.05303
6832105	610.27515	588.72164	592.90256	652.69021	498.37382	526.17036	739.96408
6979559	167.85295	183.52726	151.82223	215.33904	311.06077	112.25457	167.41456
6963173	12.43970	15.85583	13.76344	16.46499	18.39959	22.12575	17.63800
6881252	539.82686	562.57499	527.04366	521.99214	720.76489	449.22784	501.33092
6979556	3042.42782	3162.99325	2943.63554	3044.31408	3156.44832	3635.45572	2190.68181
6963171	44.54230	18.89339	45.51171	39.74125	3.13960	48.54253	54.08969
6995938	936.06187	982.50800	995.90220	1006.95551	871.21065	844.15333	812.69858
6881249	43.96206	51.55326	49.41728	24.73357	37.09811	52.58799	53.86564
6946785	1352.96220	1200.31767	1066.01567	1364.43840	1888.62955	1212.44293	1106.26062
6963168	51.50142	53.88780	76.54714	61.47357	53.71815	54.98959	23.55237
6848479	401.78208	385.90203	370.84203	385.95496	442.10628	364.84881	324.49530
6832094	554.49342	874.57146	741.86219	738.91727	470.20611	626.97964	661.21393
6963165	50.13520	89.84142	97.36001	60.76040	30.53647	65.63790	57.67853
6815708	989.67757	1269.24683	1208.80614	1094.44014	1215.69268	1021.53260	1055.15212
6832092	67.75091	58.22313	60.16174	57.53640	45.16093	88.86262	51.89942
6897627	125.33444	135.60523	149.27753	109.31087	138.33991	134.03127	142.50790
6963163	28.90033	24.34693	37.99925	47.32841	22.88975	23.50797	27.80806
6914010	205.94886	305.96636	245.01216	192.38453	211.45761	186.31847	231.97165
6946778	1014.81596	1311.39609	1210.43437	1279.38156	1321.44672	1230.98949	1222.15561
6914009	201.17279	194.91261	238.52020	214.66386	221.14375	220.02594	236.95094
6914007	84.87732	57.92328	52.75185	63.90381	49.22287	59.54409	479.95667
6979543	304.49307	266.56770	270.81568	292.89450	294.35377	212.58947	237.11425
6995927	2229.76672	2510.65883	2330.96548	2260.44485	1803.45103	1790.14403	2233.11166
6815702	572.99204	668.07216	508.72465	593.83408	934.20171	558.42119	575.47530
6832086	1967.57940	1828.88547	2316.95215	1775.41176	1862.63787	1896.59756	1514.32141
6914006	323.34665	296.94994	384.91110	354.92524	267.61559	346.42893	373.70443
6881237	258.94426	206.91808	271.46095	194.32268	208.74855	222.98171	229.38940
6963156	48.79503	48.79001	65.71885	64.48520	59.19502	63.08981	32.82913
6995924	42.51743	39.44480	36.84253	34.49193	35.20256	42.76544	35.06373
6815698	669.37940	768.50619	705.59937	798.09455	533.21392	681.05862	758.00499
6995922	506.67417	485.19562	473.93845	473.24643	661.26729	372.75128	333.43167
6963153	18.56889	26.38634	20.36115	25.00542	27.61031	29.51999	6.66828
7012305	97.21944	98.95628	94.36661	92.77774	144.73026	78.59744	94.88645
6832079	1769.41550	1781.43807	1597.65982	1723.40749	1441.91088	1689.84692	1632.85318
6881231	545.62845	549.98451	536.80013	660.65721	640.88394	469.96590	568.47218
6930383	63.08804	166.09318	63.30069	92.66991	93.20810	52.64621	69.48883
6832078	961.14159	853.70430	948.57331	912.63855	1075.08277	705.07029	757.22930
6963150	23.21920	12.63885	36.57283	16.30094	12.36479	39.13321	13.70589
6995918	77.14197	81.52423	80.77453	80.68344	77.57030	79.60337	71.13250
6963149	13.17510	20.57949	19.79434	17.36683	36.35224	19.55191	35.09750
6963148	14.24039	63.86800	83.14687	52.22603	51.68788	53.63587	66.36930
6782921	174.76318	178.84383	178.06516	192.46683	201.51294	188.11448	129.36235
6963145	73.95862	47.50146	79.32204	44.69571	58.29146	73.36908	18.78166
6946760	5947.57689	6622.33427	5576.26516	5335.14379	5291.19454	6693.93896	4869.62033
6963144	142.73267	142.67882	160.91001	174.11336	88.25498	84.98876	153.63158
6995912	7835.33419	8355.26638	7885.77495	7883.95111	6964.07553	7923.35058	6969.54164
6782919	128.34811	69.82254	79.33041	71.35290	501.10144	28.83149	87.55434
6815687	835.77093	892.93096	891.21189	913.93646	1086.85296	668.15655	889.05019
6946759	226.75840	236.84668	202.15442	253.42317	356.10950	215.80113	186.31940
6963143	38.83914	24.03128	49.46705	38.41982	15.36970	31.33259	57.30847
6979527	771.91375	671.93988	909.63394	462.32241	665.26219	417.14829	1153.94024
6782918	45.07394	35.91581	68.27478	44.60683	117.35518	70.11304	72.44003
6750149	630.89948	671.28503	579.68211	598.69725	723.06586	595.95627	575.37371
6782917	149.90506	144.39836	189.51690	124.98437	150.09140	105.43289	153.18516
6864837	152.01617	142.23251	135.07265	131.91224	118.96209	150.38301	100.20129
6782916	88.58040	69.74082	84.59899	77.22975	102.69593	73.18778	109.38237
6782915	239.77485	183.16915	197.39586	173.46332	190.08526	240.51969	138.62875
6930371	150.00416	158.12896	169.70476	129.11090	167.43467	145.23843	126.63306
6815682	404.40209	387.70180	405.79561	418.08254	463.62062	235.36367	560.20881
6913985	1367.40943	1201.65018	1080.71954	1427.10995	878.20583	1100.35850	1343.01419
6963137	119.39274	118.63446	149.03984	122.66220	263.62303	145.93138	89.11626
6979520	327.66030	290.52607	270.54730	303.39904	370.70445	278.84469	266.53342
6750143	198.07968	183.34480	221.32016	232.02880	201.48714	240.47487	159.44227
6897599	159.60680	179.89578	178.40309	150.24049	167.69705	159.53021	135.10553
6979519	558.53313	606.65277	528.19922	645.50208	604.49827	560.95237	492.74751
6897598	728.18027	704.36531	607.05103	689.80165	718.08735	542.02006	504.61811
6913982	1110.00227	1315.63958	1231.00181	1129.48890	997.53849	1233.54788	1038.91475
6946750	68.52565	90.32979	58.51110	64.02784	68.59674	58.89169	57.64573
6946749	231.70310	22.88621	235.66962	323.38851	267.26767	201.30619	208.96526
6963131	79.82064	50.13495	82.29861	58.36948	77.76179	83.57646	61.58878
6979515	375.03653	415.10004	316.98291	403.00745	639.70360	365.02800	216.77189
6995899	231.31906	223.35903	220.30392	225.62350	303.22290	175.90484	203.49266
6963130	65.31140	51.99613	94.06329	148.77795	102.20579	84.77526	7.65210
6995898	299.81854	508.81442	285.07080	304.49955	351.93083	294.03841	359.82123
6897593	2707.47733	3380.20637	2998.91500	2811.40437	2805.10961	2775.17847	2895.39250
6930361	105.32507	116.38478	117.98244	116.05276	145.45037	104.90947	113.17032
6963129	10.55215	48.23614	22.15246	22.58999	38.44302	23.87488	17.54699
6897592	1094.18919	1023.44110	1031.07257	1233.14883	1225.39516	975.50076	900.00098
6946744	77.88614	73.74518	81.06555	61.92094	84.92521	69.99270	64.17201
6963128	130.00123	93.67422	116.89518	0.08230	115.83895	146.26647	96.27394
6913975	3553.41901	3704.80608	3796.14679	3285.20651	3086.97562	3625.60617	2781.79419
6963126	39.70309	53.36307	48.74868	65.25455	42.58108	59.95305	14.65084
6881205	138.83612	133.53822	150.96521	132.99720	143.31895	151.42389	133.34754
6963125	82.19025	53.96461	88.14714	74.68830	47.29733	95.13980	57.92162
6881204	681.64606	1042.60160	1077.13346	1271.00807	913.27762	739.57330	1276.62502
6963124	35.57920	39.30033	48.81338	40.73396	31.60479	41.68712	51.71069
6979508	782.85164	953.37943	791.93707	778.54906	1904.76211	822.49222	697.70592
6963123	22.12559	11.94674	19.14844	19.97079	18.53290	20.00389	16.35705
6963120	8.28308	10.89695	5.68286	10.70911	14.33598	8.94277	6.74762
6979504	7143.74511	7882.70640	7566.82447	7338.43918	7179.62261	6736.99279	6967.45817
6864813	168.34908	148.87534	127.21080	164.91911	126.30126	115.73630	108.45679
6881197	541.11721	631.27302	466.88597	515.82103	630.38616	402.52514	456.20683
6897579	145.28213	145.93206	158.48379	167.91823	127.17140	161.56683	123.72769
6963115	29.89209	23.57359	26.81919	15.60998	27.22700	17.93593	29.59204
6930346	159.75489	235.96109	158.68894	133.53913	248.38497	137.22171	88.30276
6963114	0.67671	0.00513	22.87223	0.00214	0.00156	7.36801	0.00759
6897577	401.46157	473.52691	382.63468	424.80333	676.37507	418.02014	479.92101
6946729	615.40462	669.84552	658.77185	705.84406	847.17791	519.81117	641.92679
7012265	490.32046	553.14976	577.10921	613.46061	811.92730	345.37626	646.50663
6963112	41.03526	26.13178	39.77706	32.39541	34.09807	52.91604	26.58863
6881191	1223.13718	1284.66608	1219.64477	1226.64387	1260.47904	1096.70865	1285.07394
6995879	398.07581	454.19747	423.85285	459.71957	370.89089	391.42915	301.41494
6963110	469.85989	552.52954	497.98953	278.82587	496.53057	696.53798	570.44020
6995878	77.55754	78.64439	72.14269	70.52634	75.97898	82.09648	54.72997
6897573	6574.01648	7327.22582	6960.05193	7014.23400	6508.61034	6566.87225	6168.16075
6979493	9526.45376	10830.61238	9800.83579	9053.18410	8884.13258	10366.94996	8022.39963
6963108	70.91681	95.63717	63.19859	70.21185	62.82105	89.13633	27.97543
6881185	2666.35729	3454.53727	2443.88506	2049.26024	2076.02210	2605.39100	1723.49356
6963105	51.29910	48.92589	56.03410	44.99569	58.44524	98.32404	2.26780
6963104	34.53808	4.97147	29.70688	20.78209	10.70509	21.62257	13.78589
6930335	6869.68859	7160.86896	7315.89290	6964.92150	6376.42920	6740.05487	5447.37344
6881181	243.39563	209.32786	256.26059	225.07225	225.03673	248.45901	205.66030
6963101	114.30083	154.63031	133.67495	134.84554	125.79435	177.34236	141.01136
